assembly	seeds	size
GCF_014297575.1	99573	4991029
GCA_023399155.1	99571	5023369
GCA_019690055.1	99562	4853635
GCA_902506565.1	99562	4787691
GCA_016790475.1	99554	4765622
GCF_004803405.1	99549	4665855
GCF_014841125.1	99547	5390144
GCA_003223935.1	99545	5269222
GCA_016192825.1	99545	5107374
GCA_023460575.1	99544	5437267
GCF_008923725.1	99542	5371357
GCF_000258175.1	99537	4776006
GCF_018403665.1	99536	5305208
GCF_017876575.1	99535	4907766
GCF_001429625.1	99533	4407722
GCF_018332475.1	99531	5479511
GCA_000814665.1	99528	5454522
GCA_003224515.1	99526	5528223
GCF_017908035.1	99524	5466592
GCA_900290255.1	99519	5391637
GCF_015679185.1	99519	5426070
GCA_905176665.1	99518	5465468
GCF_019976975.1	99518	5279883
GCA_022823045.1	99516	4770202
GCA_021792855.1	99515	4712588
GCF_020181615.1	99514	4871903
GCF_013466785.1	99506	4170026
GCF_000407485.1	99504	5437454
GCA_016215705.1	99501	5470412
GCF_004362055.1	99501	5291369
GCA_007994965.1	99500	4565648
GCF_004571065.1	99500	4449339
GCA_016125475.1	99497	4879952
GCA_023260695.1	99497	5360914
GCA_024102915.1	99496	5333089
GCA_014946745.1	99493	4856488
GCA_016793485.1	99493	5213963
GCF_018742245.1	99491	5344184
GCF_004137355.1	99486	5094448
GCF_023897015.1	99482	5457426
GCF_001083805.1	99481	5464970
GCF_000364845.1	99473	5358909
GCF_900240995.1	99469	5374955
GCF_917627385.1	99463	5030241
GCA_020831585.1	99459	5287250
GCA_019689775.1	99457	4643699
GCF_009674775.1	99457	5391218
GCF_024294805.1	99457	4727519
GCF_000221045.1	99455	5186898
GCF_020171285.1	99452	5098781
GCF_003977755.1	99449	4960699
GCF_023078375.1	99448	4624884
GCA_003242085.1	99442	5386752
GCF_016695175.1	99441	5472350
GCA_010671965.1	99440	5604439
GCF_900115295.1	99437	5050724
GCF_021729845.1	99436	5166003
GCF_900302455.1	99436	5278962
GCF_014851675.1	99431	5213836
GCA_011682535.1	99428	5326514
GCF_007677725.1	99428	5090125
GCF_000739935.1	99421	5293384
GCF_003086775.1	99421	4702461
GCA_001898805.1	99416	4475315
GCA_903970565.1	99416	4860993
GCF_023656565.1	99415	5289643
GCF_003258705.1	99414	5379839
GCF_013294115.1	99414	4978110
GCF_001424265.1	99410	4717897
GCF_943590815.1	99404	5399663
GCA_016872895.1	99402	5070402
GCA_022870745.1	99401	5359900
GCA_002753225.1	99398	5221616
GCA_023386835.1	99394	5204339
GCA_021813195.1	99393	5454422
GCF_001668615.1	99393	5078118
GCA_007119175.1	99389	5374481
GCF_000373245.1	99385	5442202
GCF_004025965.2	99381	4259791
GCF_003173055.1	99378	4757539
GCA_016124795.1	99377	5140517
GCF_006152145.1	99366	4851245
GCF_902706295.1	99364	5228989
GCF_000973725.1	99360	5462537
GCA_902805585.1	99352	4983383
GCF_000014925.1	99349	5226648
GCF_004886325.1	99345	4131215
GCA_011772445.1	99339	4654145
GCA_016871575.1	99338	5193540
GCF_002836255.1	99338	5407224
GCF_014218825.1	99333	5294360
GCA_009692425.1	99332	4943461
GCA_018500125.1	99332	5344163
GCF_000526515.1	99331	4495232
GCA_023424475.1	99329	4679614
GCF_002572525.1	99328	5058058
GCF_024380015.1	99328	5406651
GCA_017743935.1	99327	5238434
GCF_001183985.1	99321	5428425
GCF_003432385.1	99321	5029620
GCF_001667145.1	99314	5033627
GCF_013185195.1	99311	5298481
GCA_910586585.1	99310	5431365
GCA_903936865.1	99297	5275802
GCF_001577305.1	99297	4492204
GCF_000515215.1	99296	5412720
GCA_021809185.1	99292	5466582
GCA_018333075.1	99291	5306553
GCA_023229575.1	99291	5439962
GCF_003286125.1	99283	5409267
GCF_004138295.1	99273	5447711
GCF_008757455.1	99267	5220401
GCF_002954265.1	99265	5429324
GCF_019598945.1	99264	5254542
GCF_008710155.1	99262	5092581
GCA_020444175.1	99258	5418684
GCA_021773035.1	99251	5382403
GCA_023386155.1	99248	5031832
GCF_001421565.1	99248	4428049
GCA_003165595.1	99247	5392472
GCA_020638795.1	99247	5009182
GCA_016710985.1	99240	5303442
GCF_001625595.1	99240	5476560
GCF_002930645.1	99240	4668848
GCF_900188425.1	99237	5174374
GCA_024228555.1	99236	5375054
GCA_003576685.1	99230	5100926
GCA_001184405.1	99227	5148994
GCF_013409645.1	99225	4270706
GCF_014897585.1	99224	4609434
GCF_021401125.1	99221	4965175
GCF_001043005.1	99216	5334010
GCF_000238595.1	99214	5011736
GCF_004339665.1	99213	4859997
GCA_021780115.1	99210	5152473
GCA_014376585.1	99207	5243486
GCF_003402235.1	99206	5089065
GCA_002471665.1	99204	5394204
GCF_900104355.1	99204	5339332
GCA_016934825.1	99201	5391025
GCA_024638705.1	99198	4763720
GCA_903859155.1	99197	5257535
GCA_020426575.1	99196	5273390
GCF_900104805.1	99195	4642193
GCA_002013415.1	99193	5165709
GCA_002483205.1	99193	5383884
GCF_001695575.1	99192	5469456
GCA_003694325.1	99187	4718118
GCA_023399465.1	99186	5088089
GCF_021869765.1	99179	5292841
GCF_019599275.1	99176	5328235
GCF_020171315.1	99172	4817738
GCF_900114615.1	99172	5413664
GCA_024277195.1	99168	5492293
GCA_021151625.1	99165	5451690
GCA_016934675.1	99162	5453321
GCF_003815715.1	99156	5276141
GCA_019192515.1	99151	5472162
GCF_021729155.1	99149	5396799
GCA_003165275.1	99148	4969099
GCA_024278315.1	99146	5157956
GCF_900116615.1	99144	5426160
GCF_017875465.1	99143	5299050
GCA_019112875.1	99142	4745624
GCF_023721755.1	99141	4980154
GCF_001583695.1	99138	5337981
GCF_001578105.1	99136	5036008
GCF_001679925.1	99134	5190966
GCF_021284765.1	99133	4709885
GCF_015558675.1	99131	5468126
GCA_016928525.1	99128	5507780
GCF_009697225.1	99123	4633797
GCF_024733555.1	99121	5444016
GCA_014379705.1	99119	5043933
GCF_022344005.1	99116	5019487
GCF_011761945.1	99111	4787838
GCF_019966595.1	99107	5093531
GCF_013155365.1	99103	4259625
GCF_008802405.1	99102	4779519
GCF_004337695.1	99097	5124657
GCA_001789205.1	99096	5431435
GCF_021049305.1	99096	4544016
GCF_009857835.1	99089	5095510
GCA_023431185.1	99088	5328932
GCA_016717325.1	99084	5321505
GCA_019635735.1	99083	4963791
GCF_020614375.1	99083	5035265
GCA_023430565.1	99081	5022130
GCF_023078335.1	99080	5297881
GCA_016795205.1	99076	4621812
GCA_001898115.1	99075	4863202
GCA_003241965.1	99066	4893869
GCA_018701215.1	99065	5270086
GCF_900110865.1	99060	4857017
GCA_004762125.1	99058	5490128
GCA_015223225.1	99058	4844224
GCF_017299535.1	99057	5160486
GCF_900141845.1	99057	4987666
GCF_900110885.1	99056	4940163
GCA_016192705.1	99054	5210217
GCF_004330295.1	99054	5309719
GCA_017305555.1	99041	5170539
GCA_903877125.1	99038	5154967
GCF_003075075.1	99029	5102962
GCA_016788315.1	99028	5558463
GCA_003249025.1	99026	5462880
GCA_024508855.1	99019	5163739
GCA_902826935.1	99017	4770809
GCA_013298325.1	99015	5217959
GCF_009720775.1	99015	5141672
GCF_024397915.1	99012	5208773
GCF_000971335.1	99008	4967635
GCA_022447245.1	99006	5244617
GCF_013205055.1	99002	4270253
GCF_003340555.1	98999	4729406
GCF_900142725.1	98999	5142828
GCF_014199915.1	98995	4652771
GCF_001402795.1	98994	5477812
GCA_024346755.1	98993	5368019
GCA_913042885.1	98993	5372063
GCF_000576555.1	98992	5252070
GCA_900466575.1	98988	5141775
GCF_024809975.1	98986	5001093
GCA_009917695.1	98984	5391313
GCA_022820835.1	98974	5434924
GCF_018860705.1	98969	5011604
GCF_017798165.1	98967	5173062
GCA_902826755.1	98963	5011882
GCA_022361115.1	98962	5307539
GCA_018667855.1	98961	5325082
GCA_019634715.1	98961	4659494
GCF_019343195.1	98954	5360826
GCA_017592775.1	98946	4870756
GCA_900012615.1	98940	5161592
GCA_021413885.1	98937	4738582
GCA_003152595.1	98933	5285138
GCF_001660485.1	98931	4373124
GCA_001788415.1	98928	4703206
GCF_001665575.1	98928	4763489
GCA_019309565.1	98924	5474444
GCF_003003995.1	98923	5365828
GCA_017302495.1	98920	4498644
GCF_003595175.1	98918	4949615
GCF_003254585.1	98917	5261779
GCF_900111375.1	98914	4330933
GCF_001449115.1	98913	5345702
GCA_003165415.1	98909	4841571
GCA_023251475.1	98906	5479259
GCF_024704385.1	98904	4424939
GCF_013410035.1	98896	4296747
GCF_000518785.1	98893	4976687
GCF_000238375.3	98890	5434598
GCF_014127485.1	98887	4207844
GCA_023393655.1	98885	4943040
GCF_002736205.1	98879	5373360
GCA_016934295.1	98876	5449249
GCA_024644775.1	98876	5511332
GCA_020248945.1	98875	4565929
GCF_017569225.1	98874	4395128
GCF_001468285.1	98872	4866477
GCA_019745565.1	98869	4889233
GCF_900115225.1	98864	5339722
GCF_900635445.1	98864	5272556
GCF_000196235.1	98859	5070478
GCA_016930085.1	98856	5363805
GCA_001310455.1	98854	5443264
GCF_016774335.1	98851	4647522
GCA_022711615.1	98845	4537151
GCA_900547735.1	98843	5406771
GCF_013410375.1	98841	4418190
GCA_016342495.1	98840	5418934
GCF_014904705.1	98840	5022643
GCF_000337455.1	98839	4694889
GCA_022701825.1	98835	5162940
GCA_903896505.1	98835	5361573
GCA_006218065.1	98833	5257400
GCA_021287135.1	98833	4788505
GCF_900102675.1	98833	5079034
GCA_008080565.1	98832	5204819
GCF_014836635.1	98825	5411474
GCF_017815135.1	98825	4929858
GCF_015070855.1	98824	4914518
GCA_008123405.1	98814	4624844
GCA_013203755.1	98814	5454229
GCA_023428695.1	98812	5434338
GCF_009176545.1	98811	4690830
GCF_008923245.1	98808	5379075
GCF_005145045.1	98804	5259126
GCF_000271665.2	98801	5380816
GCF_003337355.1	98800	5444741
GCF_002979775.1	98798	5191664
GCA_021808665.1	98797	5276707
GCF_000248055.1	98791	4952979
GCA_020445745.1	98785	4880605
GCF_000015725.1	98781	4643639
GCF_014397245.1	98779	5396743
GCF_001541095.1	98778	5457985
GCA_019635755.1	98775	4839344
GCA_020072815.1	98775	5293082
GCA_021803885.1	98775	5511966
GCF_003201595.1	98774	4429270
GCA_017051695.1	98769	5480823
GCF_001954275.1	98766	5000399
GCF_000022025.1	98762	4980870
GCF_009826975.1	98756	5258610
GCA_016869975.1	98751	4836834
GCA_016703265.1	98748	4776410
GCF_014836555.1	98744	4351592
GCF_018141005.1	98743	5168686
GCF_018861905.1	98740	5188521
GCA_018267615.1	98738	5368925
GCA_913051705.1	98737	5452139
GCA_023404805.1	98728	4607090
GCA_002591745.1	98727	5481126
GCA_903905735.1	98725	5261163
GCF_000337495.1	98725	4841607
GCF_000347635.1	98725	5413691
GCA_009911065.1	98724	5367095
GCF_004352915.1	98723	5245985
GCF_003970865.1	98713	4788525
GCF_005844085.1	98705	4788108
GCA_903845365.1	98704	5513499
GCA_018821785.1	98699	5470697
GCF_016586165.1	98699	4921614
GCA_020427155.1	98698	5499636
GCF_001431625.1	98696	4809792
GCF_014850955.1	98688	5395433
GCF_015354735.1	98688	5372531
GCF_004053875.1	98686	5222315
GCF_009834345.1	98685	5015118
GCF_016806065.1	98682	5141700
GCF_900113685.1	98682	4518250
GCA_003170035.1	98679	5194731
GCA_015057715.1	98676	5401009
GCA_013289855.1	98674	5348996
GCF_004216915.1	98673	4315149
GCF_014298075.1	98673	5304824
GCA_003140785.1	98670	5414947
GCA_021808785.1	98663	4910868
GCF_002754245.1	98662	5298815
GCA_016191995.1	98660	4551988
GCF_013426975.1	98658	4393628
GCA_016183145.1	98648	5449310
GCA_016195855.1	98640	4875293
GCA_903907995.1	98635	5109158
GCA_903870065.1	98633	5448645
GCF_001310085.1	98632	5413467
GCA_024641925.1	98626	4944527
GCA_018889975.1	98624	4875246
GCA_020216575.1	98623	5568079
GCF_007049795.1	98621	5097355
GCF_009176975.1	98617	4892941
GCF_018343665.1	98611	5328100
GCF_000971985.1	98609	5449237
GCF_900115495.1	98609	5449689
GCA_903888515.1	98608	5308707
GCA_000406005.1	98606	5441554
GCF_000014885.1	98606	5396476
GCA_004144595.1	98605	4953692
GCF_900066015.1	98605	5033966
GCF_900141785.1	98604	5345319
GCA_001724275.1	98599	4697473
GCA_001184205.1	98597	5114044
GCF_001684335.1	98591	5420031
GCF_002799245.1	98590	4746430
GCA_016720835.1	98587	4990617
GCA_016793225.1	98587	4599220
GCF_017355205.1	98586	5371606
GCA_003558435.1	98584	4450622
GCF_005048855.1	98583	5406411
GCF_001644035.1	98582	5407230
GCF_900188115.1	98579	4744155
GCA_021786265.1	98578	4730719
GCA_903877345.1	98575	5399248
GCA_024228395.1	98574	5417924
GCF_007786475.1	98573	5387258
GCA_002257205.1	98569	5069518
GCF_002265265.1	98569	5475421
GCA_903820745.1	98568	5117780
GCA_017999215.1	98562	4528593
GCA_012035135.1	98561	5433396
GCF_016056375.1	98555	5143362
GCF_017811155.1	98554	5459576
GCF_021129175.1	98552	5006402
GCF_009866965.1	98547	4703686
GCF_000814475.1	98545	5410659
GCA_023389175.1	98540	4765365
GCA_012033355.1	98532	5473280
GCF_000711875.1	98526	5149006
GCA_020717985.1	98524	5457795
GCF_007858365.1	98524	5310198
GCF_000344155.1	98523	4632332
GCF_010104355.1	98523	4815875
GCF_016746095.1	98521	5398339
GCF_002843385.1	98517	5319962
GCA_019745575.1	98514	4902555
GCA_024508875.1	98510	4812195
GCA_009838625.1	98508	5353615
GCF_004698125.1	98506	4467366
GCF_021183825.1	98496	5364211
GCF_000813725.1	98493	5150147
GCF_002742635.1	98490	4811207
GCA_002257525.1	98488	5371182
GCF_000516555.1	98487	5085524
GCF_009749385.1	98487	4360803
GCF_900172325.1	98487	4833437
GCA_903923905.1	98483	5409717
GCF_900105075.1	98478	5011740
GCF_900114355.1	98477	4729332
GCF_016653315.1	98476	5173123
GCF_004551525.1	98464	5483755
GCF_019511375.1	98461	5123125
GCA_003612285.1	98460	5346127
GCF_013409875.1	98460	4150316
GCA_021783235.1	98459	4578199
GCA_020633675.1	98456	5354620
GCF_016918035.1	98453	4472446
GCF_003121985.1	98446	5377742
GCF_002233675.1	98445	5414232
GCF_004765815.2	98440	4753237
GCF_012933545.1	98439	5369543
GCF_020991415.1	98437	5323507
GCA_003136395.1	98436	4912570
GCF_000426185.1	98427	4467545
GCA_021776805.1	98426	5219965
GCF_001186365.1	98426	4925537
GCF_016809835.1	98426	4990115
GCF_003260195.1	98415	5115381
GCF_004681965.1	98408	4590519
GCF_017357425.1	98408	5121291
GCA_023400235.1	98405	5358520
GCF_002291445.1	98404	5360730
GCF_022669155.1	98404	4219544
GCF_004335085.1	98403	5263887
GCA_016875435.1	98402	4780307
GCF_000495915.1	98397	5056349
GCF_004801295.1	98392	4723750
GCF_007990265.1	98391	4309330
GCF_023148685.1	98390	4348284
GCA_017849555.1	98387	4869267
GCA_023381535.1	98387	5381429
GCF_016428875.1	98386	4734944
GCF_001721045.1	98385	5360385
GCA_907163075.1	98384	5200415
GCF_021462285.1	98384	5147822
GCA_023445495.1	98381	4823809
GCF_000312385.1	98378	4503402
GCA_016716705.1	98376	4586032
GCA_023426435.1	98371	5075500
GCF_000092925.1	98371	4765023
GCA_014237545.1	98367	5324421
GCF_001591165.1	98367	4806543
GCA_902388365.1	98366	5390440
GCF_002217285.1	98365	5260169
GCA_945860205.1	98364	4980008
GCA_903928045.1	98362	5015399
GCA_002428205.1	98361	5408352
GCF_018966865.1	98361	5280486
GCA_903821495.1	98359	5368872
GCA_903875465.1	98358	5317305
GCF_006980715.1	98355	4954878
GCF_023373525.1	98351	4348474
GCA_017418975.1	98348	4694557
GCF_003944705.1	98327	5206901
GCF_002706795.1	98326	5400144
GCF_017377655.1	98321	5396889
GCF_003182475.1	98318	5352990
GCF_006715865.1	98316	4147780
GCF_014171475.1	98315	5057175
GCF_020595055.1	98308	5425743
GCF_004353845.1	98305	5370228
GCF_000526915.1	98302	4936071
GCA_002706335.1	98301	5115071
GCA_016715075.1	98300	5355522
GCF_002563715.1	98299	4041252
GCF_014196495.1	98299	4819475
GCF_011378905.1	98298	5422969
GCF_002563695.1	98291	4273660
GCF_004761865.1	98283	4431246
GCA_019694455.1	98275	5245101
GCF_000688295.1	98272	4659730
GCA_021793235.1	98269	4817083
GCA_903929485.1	98263	5359620
GCF_002300555.1	98257	4897831
GCA_000518865.1	98248	5335054
GCA_023390985.1	98244	4598841
GCF_905397375.1	98244	4823626
GCA_007693595.1	98242	4919394
GCF_000820005.1	98241	5177970
GCF_900177815.1	98238	5386342
GCA_021737785.1	98233	5333236
GCA_013414765.1	98230	5169514
GCA_024277175.1	98229	5198034
GCA_020852275.1	98228	5050028
GCA_016219005.1	98226	5240652
GCA_003153495.1	98224	4769816
GCF_009711135.1	98223	5241037
GCA_903862565.1	98219	5004160
GCF_018138085.1	98219	5066586
GCA_013204985.1	98216	4707732
GCA_020073375.1	98209	5286591
GCF_013624435.2	98203	4206296
GCA_025057155.1	98200	5128916
GCA_013112635.1	98199	5325921
GCA_016716425.1	98191	4577903
GCF_000747525.1	98191	5329010
GCA_016791105.1	98184	5133472
GCA_021372535.1	98178	5348310
GCF_016458305.1	98178	5078966
GCA_014859965.1	98172	5282053
GCF_000379125.1	98170	4824446
GCA_018613325.1	98169	5380523
GCF_010500835.1	98167	4861770
GCF_017569925.1	98165	5330697
GCF_900112645.1	98165	4992198
GCF_014280875.1	98164	5132449
GCF_003432115.1	98158	5335313
GCA_024226235.1	98157	5068319
GCF_001486505.1	98153	5370356
GCF_002091675.1	98149	5395279
GCA_005772945.1	98145	4889566
GCA_945865635.1	98145	5367647
GCA_016871215.1	98139	5425955
GCF_004136375.1	98139	4990672
GCA_013376985.1	98138	5263821
GCA_017305925.1	98137	4868845
GCF_005491705.1	98136	5383526
GCF_004123805.1	98133	4214938
GCF_001590925.1	98132	5286355
GCA_020638905.1	98130	4373528
GCF_014648275.1	98129	5217212
GCF_009208105.1	98124	5364296
GCA_013457415.1	98114	5316010
GCA_015548865.1	98114	5388384
GCA_017255395.1	98112	4829970
GCF_014306625.1	98110	5270233
GCF_006742065.1	98107	4705096
GCA_019747905.1	98097	4915534
GCA_900466005.1	98097	5012847
GCA_003220475.1	98096	4815485
GCF_017254915.1	98095	5317101
GCA_023133485.1	98094	5100190
GCA_902826855.1	98094	4896987
GCA_002683135.1	98092	5071512
GCA_903916735.1	98086	5367960
GCF_001422375.1	98083	4645412
GCA_900467685.1	98076	5058013
GCF_000444995.1	98076	4873118
GCF_000745915.1	98076	5078290
GCF_017312365.1	98076	5294833
GCF_000430785.1	98074	5411691
GCF_010500245.1	98074	5069803
GCA_905339355.1	98073	4762962
GCF_017255185.1	98073	5034893
GCA_023300255.1	98072	5451960
GCA_023390395.1	98066	4739086
GCF_011299595.1	98064	4192138
GCA_021297985.1	98063	4732485
GCF_903469665.1	98056	5342333
GCF_014137855.1	98049	4302690
GCF_024218795.1	98047	4739434
GCF_016638705.1	98045	5285903
GCF_020883495.1	98041	4848065
GCF_002899825.2	98039	5235650
GCF_012910905.1	98038	4797596
GCA_012031335.1	98031	5467179
GCF_903969135.1	98031	5227721
GCA_900290245.1	98028	5286421
GCF_018224955.1	98028	4844583
GCF_023283535.1	98027	5401436
GCA_016712225.1	98022	5240105
GCA_903934875.1	98021	5412172
GCA_017881445.1	98015	4748621
GCF_000743355.1	98015	5347575
GCF_014851915.1	98013	4513432
GCA_018265615.1	98012	5063113
GCA_016787545.1	98007	5480096
GCA_018816605.1	98001	5339014
GCF_003385455.1	97995	5267290
GCF_018861065.1	97990	5391333
GCF_004116405.1	97989	4891127
GCA_903919065.1	97988	5459422
GCA_001769535.1	97987	5268002
GCF_007109405.1	97986	4680836
GCA_003139735.1	97982	5281686
GCF_014218805.1	97972	5406307
GCF_000520955.1	97969	5262767
GCA_020845895.1	97962	4975318
GCF_003610195.1	97962	4865231
GCA_023423045.1	97959	5380817
GCF_013337185.1	97953	5282394
GCF_020510705.1	97953	4995154
GCA_010672785.1	97951	5187854
GCA_903899705.1	97951	5259156
GCA_021166835.1	97946	4645925
GCF_003047295.1	97946	4284245
GCF_019970065.1	97940	5252346
GCF_900313035.1	97940	5320417
GCA_020444065.1	97939	5203173
GCF_900101025.1	97935	4219224
GCA_020073205.1	97923	4729131
GCA_021325525.1	97923	4786985
GCF_000012905.2	97916	4602977
GCF_014845095.1	97912	4867668
GCA_024235015.1	97911	4659778
GCF_001642805.2	97911	5117644
GCF_021245985.1	97911	5212224
GCA_020433455.1	97907	5249681
GCF_002850255.1	97895	5378320
GCF_009765445.1	97887	5306339
GCF_000956465.1	97881	4524280
GCF_006438725.1	97881	5351618
GCF_015694725.1	97880	5192601
GCF_012933555.1	97875	5241236
GCF_000300855.1	97871	5085061
GCA_905236675.1	97869	5167423
GCA_016210745.1	97864	5205201
GCF_000768315.1	97860	4938305
GCF_003344635.1	97859	4115681
GCA_021151695.1	97854	5386619
GCF_900113185.1	97853	4298469
GCF_000467105.1	97846	4823390
GCF_003667825.1	97844	5230624
GCF_000314005.1	97842	5323600
GCF_020404405.1	97842	4980588
GCA_016926535.1	97836	4938482
GCA_016703645.1	97834	4987483
GCF_001510645.1	97834	5321099
GCA_002422955.1	97824	5196061
GCF_001426245.1	97823	4384879
GCF_014126615.1	97822	5043386
GCF_012516395.1	97819	5220684
GCF_000069185.1	97818	5090491
GCF_001583435.1	97816	5430256
GCF_018449605.1	97816	5045754
GCA_024233085.1	97811	4941046
GCF_004331675.1	97810	5273566
GCF_007971025.1	97809	5352833
GCF_014192055.1	97805	4801488
GCF_900230215.1	97799	4880021
GCF_023276375.1	97798	5317764
GCF_020089865.1	97795	5165995
GCA_010029825.1	97794	5339822
GCF_001187905.1	97791	5271693
GCA_013792075.1	97787	5317166
GCA_016787345.1	97786	5281146
GCA_016721085.1	97781	5335591
GCF_020866965.1	97779	5082216
GCF_001484605.1	97777	5056151
GCA_023434535.1	97776	4446595
GCA_011523945.1	97775	5406870
GCA_020442775.1	97773	5160643
GCF_007558865.1	97766	5335442
GCA_023437285.1	97765	4641682
GCA_011742915.1	97763	4886954
GCA_902706235.1	97762	5315770
