assembly	ident	qlen	queries	tool	hits	recall	genome_size
GCF_022869705.1	95	Query length: 1000 bp	28670	COBS	28667	99.99	2866948
GCF_000005845.2	95	Query length: 1000 bp	46416	LexicMap	46415	99.9978	4641652
GCF_000006765.1	95	Query length: 1000 bp	62644	LexicMap	62642	99.9968	6264404
GCF_000006945.2	95	Query length: 1000 bp	49515	LexicMap	49514	99.9980	4951383
GCF_000013425.1	95	Query length: 1000 bp	28213	LexicMap	28212	99.9965	2821361
GCF_000195955.2	95	Query length: 1000 bp	44117	LexicMap	44117	100.0000	4411532
GCF_000240185.1	95	Query length: 1000 bp	56826	LexicMap	56821	99.9912	5682322
GCF_001457635.1	95	Query length: 1000 bp	21110	LexicMap	21108	99.9905	2110968
GCF_008632635.1	95	Query length: 1000 bp	39804	LexicMap	39803	99.9975	3980230
GCF_018885085.1	95	Query length: 1000 bp	40960	LexicMap	40957	99.9927	4095894
GCF_022869705.1	95	Query length: 1000 bp	28670	LexicMap	28668	99.9930	2866948
GCF_000005845.2	95	Query length: 1000 bp	46416	MMseqs2	46398	99.9612	4641652
GCF_000006765.1	95	Query length: 1000 bp	62644	MMseqs2	62617	99.9569	6264404
GCF_000006945.2	95	Query length: 1000 bp	49515	MMseqs2	49450	99.8687	4951383
GCF_000013425.1	95	Query length: 1000 bp	28213	MMseqs2	28160	99.8121	2821361
GCF_000195955.2	95	Query length: 1000 bp	44117	MMseqs2	44067	99.8867	4411532
GCF_000240185.1	95	Query length: 1000 bp	56826	MMseqs2	56770	99.9015	5682322
GCF_001457635.1	95	Query length: 1000 bp	21110	MMseqs2	21076	99.8389	2110968
GCF_008632635.1	95	Query length: 1000 bp	39804	MMseqs2	39728	99.8091	3980230
GCF_018885085.1	95	Query length: 1000 bp	40960	MMseqs2	40742	99.4678	4095894
GCF_022869705.1	95	Query length: 1000 bp	28670	MMseqs2	28665	99.9826	2866948
GCF_000005845.2	95	Query length: 1000 bp	46416	Minimap2	46406	99.9785	4641652
GCF_000006765.1	95	Query length: 1000 bp	62644	Minimap2	62643	99.9984	6264404
GCF_000006945.2	95	Query length: 1000 bp	49515	Minimap2	49513	99.9960	4951383
GCF_000013425.1	95	Query length: 1000 bp	28213	Minimap2	28213	100.0000	2821361
GCF_000195955.2	95	Query length: 1000 bp	44117	Minimap2	44082	99.9207	4411532
GCF_000240185.1	95	Query length: 1000 bp	56826	Minimap2	56755	99.8751	5682322
GCF_001457635.1	95	Query length: 1000 bp	21110	Minimap2	21109	99.9953	2110968
GCF_008632635.1	95	Query length: 1000 bp	39804	Minimap2	39803	99.9975	3980230
GCF_018885085.1	95	Query length: 1000 bp	40960	Minimap2	40801	99.6118	4095894
GCF_022869705.1	95	Query length: 1000 bp	28670	Minimap2	28669	99.9965	2866948
GCF_000005845.2	95	Query length: 1000 bp	46416	Ropebwt3	46168	99.4657	4641652
GCF_000006765.1	95	Query length: 1000 bp	62644	Ropebwt3	62363	99.5514	6264404
GCF_000006945.2	95	Query length: 1000 bp	49515	Ropebwt3	49229	99.4224	4951383
GCF_000013425.1	95	Query length: 1000 bp	28213	Ropebwt3	28112	99.6420	2821361
GCF_000195955.2	95	Query length: 1000 bp	44117	Ropebwt3	43971	99.6691	4411532
GCF_000240185.1	95	Query length: 1000 bp	56826	Ropebwt3	56278	99.0357	5682322
GCF_001457635.1	95	Query length: 1000 bp	21110	Ropebwt3	20844	98.7399	2110968
GCF_008632635.1	95	Query length: 1000 bp	39804	Ropebwt3	39468	99.1559	3980230
GCF_018885085.1	95	Query length: 1000 bp	40960	Ropebwt3	40544	98.9844	4095894
GCF_022869705.1	95	Query length: 1000 bp	28670	Ropebwt3	28523	99.4873	2866948
GCF_000005845.2	95	Query length: 2000 bp	69634	Blastn	69630	99.9943	4641652
GCF_000006765.1	95	Query length: 2000 bp	93969	Blastn	93968	99.9989	6264404
GCF_000006945.2	95	Query length: 2000 bp	74281	Blastn	74279	99.9973	4951383
GCF_000013425.1	95	Query length: 2000 bp	42327	Blastn	42326	99.9976	2821361
GCF_000195955.2	95	Query length: 2000 bp	66176	Blastn	66175	99.9985	4411532
GCF_000240185.1	95	Query length: 2000 bp	85295	Blastn	85293	99.9977	5682322
GCF_001457635.1	95	Query length: 2000 bp	31673	Blastn	31672	99.9968	2110968
GCF_008632635.1	95	Query length: 2000 bp	59717	Blastn	59712	99.9916	3980230
GCF_018885085.1	95	Query length: 2000 bp	61449	Blastn	61447	99.9967	4095894
GCF_022869705.1	95	Query length: 2000 bp	43012	Blastn	43009	99.9930	2866948
GCF_000005845.2	95	Query length: 2000 bp	69634	Blastn(ws=15)	69630	99.9943	4641652
GCF_000006765.1	95	Query length: 2000 bp	93969	Blastn(ws=15)	93968	99.9989	6264404
GCF_000006945.2	95	Query length: 2000 bp	74281	Blastn(ws=15)	74279	99.9973	4951383
GCF_000013425.1	95	Query length: 2000 bp	42327	Blastn(ws=15)	42326	99.9976	2821361
GCF_000195955.2	95	Query length: 2000 bp	66176	Blastn(ws=15)	66175	99.9985	4411532
GCF_000240185.1	95	Query length: 2000 bp	85295	Blastn(ws=15)	85294	99.9988	5682322
GCF_001457635.1	95	Query length: 2000 bp	31673	Blastn(ws=15)	31672	99.9968	2110968
GCF_008632635.1	95	Query length: 2000 bp	59717	Blastn(ws=15)	59713	99.9933	3980230
GCF_018885085.1	95	Query length: 2000 bp	61449	Blastn(ws=15)	61448	99.9984	4095894
GCF_022869705.1	95	Query length: 2000 bp	43012	Blastn(ws=15)	43010	99.9954	2866948
GCF_000005845.2	95	Query length: 2000 bp	69634	COBS	69633	100.00	4641652
GCF_000006765.1	95	Query length: 2000 bp	93969	COBS	93968	100.00	6264404
GCF_000006945.2	95	Query length: 2000 bp	74281	COBS	74280	100.00	4951383
GCF_000013425.1	95	Query length: 2000 bp	42327	COBS	42327	100.00	2821361
GCF_000195955.2	95	Query length: 2000 bp	66176	COBS	66176	100.00	4411532
GCF_000240185.1	95	Query length: 2000 bp	85295	COBS	85295	100.00	5682322
GCF_001457635.1	95	Query length: 2000 bp	31673	COBS	31672	100.00	2110968
GCF_008632635.1	95	Query length: 2000 bp	59717	COBS	59717	100.00	3980230
GCF_018885085.1	95	Query length: 2000 bp	61449	COBS	61449	100.00	4095894
GCF_022869705.1	95	Query length: 2000 bp	43012	COBS	43012	100.00	2866948
GCF_000005845.2	95	Query length: 2000 bp	69634	LexicMap	69633	99.9986	4641652
GCF_000006765.1	95	Query length: 2000 bp	93969	LexicMap	93968	99.9989	6264404
GCF_000006945.2	95	Query length: 2000 bp	74281	LexicMap	74279	99.9973	4951383
GCF_000013425.1	95	Query length: 2000 bp	42327	LexicMap	42326	99.9976	2821361
GCF_000195955.2	95	Query length: 2000 bp	66176	LexicMap	66176	100.0000	4411532
GCF_000240185.1	95	Query length: 2000 bp	85295	LexicMap	85293	99.9977	5682322
GCF_001457635.1	95	Query length: 2000 bp	31673	LexicMap	31672	99.9968	2110968
GCF_008632635.1	95	Query length: 2000 bp	59717	LexicMap	59713	99.9933	3980230
GCF_018885085.1	95	Query length: 2000 bp	61449	LexicMap	61446	99.9951	4095894
GCF_022869705.1	95	Query length: 2000 bp	43012	LexicMap	43010	99.9954	2866948
GCF_000005845.2	95	Query length: 2000 bp	69634	MMseqs2	69617	99.9756	4641652
GCF_000006765.1	95	Query length: 2000 bp	93969	MMseqs2	93940	99.9691	6264404
GCF_000006945.2	95	Query length: 2000 bp	74281	MMseqs2	74193	99.8815	4951383
GCF_000013425.1	95	Query length: 2000 bp	42327	MMseqs2	42268	99.8606	2821361
GCF_000195955.2	95	Query length: 2000 bp	66176	MMseqs2	66133	99.9350	4411532
GCF_000240185.1	95	Query length: 2000 bp	85295	MMseqs2	85229	99.9226	5682322
GCF_001457635.1	95	Query length: 2000 bp	31673	MMseqs2	31652	99.9337	2110968
GCF_008632635.1	95	Query length: 2000 bp	59717	MMseqs2	59634	99.8610	3980230
GCF_018885085.1	95	Query length: 2000 bp	61449	MMseqs2	61134	99.4874	4095894
GCF_022869705.1	95	Query length: 2000 bp	43012	MMseqs2	43004	99.9814	2866948
GCF_000005845.2	95	Query length: 2000 bp	69634	Minimap2	69633	99.9986	4641652
GCF_000006765.1	95	Query length: 2000 bp	93969	Minimap2	93969	100.0000	6264404
GCF_000006945.2	95	Query length: 2000 bp	74281	Minimap2	74280	99.9987	4951383
GCF_000013425.1	95	Query length: 2000 bp	42327	Minimap2	42327	100.0000	2821361
GCF_000195955.2	95	Query length: 2000 bp	66176	Minimap2	66176	100.0000	4411532
GCF_000240185.1	95	Query length: 2000 bp	85295	Minimap2	85272	99.9730	5682322
GCF_001457635.1	95	Query length: 2000 bp	31673	Minimap2	31672	99.9968	2110968
GCF_008632635.1	95	Query length: 2000 bp	59717	Minimap2	59714	99.9950	3980230
GCF_018885085.1	95	Query length: 2000 bp	61449	Minimap2	61369	99.8698	4095894
GCF_022869705.1	95	Query length: 2000 bp	43012	Minimap2	43010	99.9954	2866948
GCF_000005845.2	95	Query length: 2000 bp	69634	Ropebwt3	69498	99.8047	4641652
GCF_000006765.1	95	Query length: 2000 bp	93969	Ropebwt3	93654	99.6648	6264404
GCF_000006945.2	95	Query length: 2000 bp	74281	Ropebwt3	74004	99.6271	4951383
GCF_000013425.1	95	Query length: 2000 bp	42327	Ropebwt3	42252	99.8228	2821361
GCF_000195955.2	95	Query length: 2000 bp	66176	Ropebwt3	66060	99.8247	4411532
GCF_000240185.1	95	Query length: 2000 bp	85295	Ropebwt3	84947	99.5920	5682322
GCF_001457635.1	95	Query length: 2000 bp	31673	Ropebwt3	31421	99.2044	2110968
GCF_008632635.1	95	Query length: 2000 bp	59717	Ropebwt3	59373	99.4239	3980230
GCF_018885085.1	95	Query length: 2000 bp	61449	Ropebwt3	61109	99.4467	4095894
GCF_022869705.1	95	Query length: 2000 bp	43012	Ropebwt3	42861	99.6489	2866948
GCF_000005845.2	94	Query length: 250 bp	312106	Blastn	310671	99.5402	4641652
GCF_000006765.1	94	Query length: 250 bp	420380	Blastn	418370	99.5219	6264404
GCF_000006945.2	94	Query length: 250 bp	332553	Blastn	330974	99.5252	4951383
GCF_000013425.1	94	Query length: 250 bp	189611	Blastn	188312	99.3149	2821361
GCF_000195955.2	94	Query length: 250 bp	296569	Blastn	293432	98.9422	4411532
GCF_000240185.1	94	Query length: 250 bp	382113	Blastn	380306	99.5271	5682322
GCF_001457635.1	94	Query length: 250 bp	141438	Blastn	140708	99.4839	2110968
GCF_008632635.1	94	Query length: 250 bp	267415	Blastn	265621	99.3291	3980230
GCF_018885085.1	94	Query length: 250 bp	275611	Blastn	270506	98.1478	4095894
GCF_022869705.1	94	Query length: 250 bp	192729	Blastn	191292	99.2544	2866948
GCF_000005845.2	94	Query length: 250 bp	312106	Blastn(ws=15)	312089	99.9946	4641652
GCF_000006765.1	94	Query length: 250 bp	420380	Blastn(ws=15)	420369	99.9974	6264404
GCF_000006945.2	94	Query length: 250 bp	332553	Blastn(ws=15)	332530	99.9931	4951383
GCF_000013425.1	94	Query length: 250 bp	189611	Blastn(ws=15)	189590	99.9889	2821361
GCF_000195955.2	94	Query length: 250 bp	296569	Blastn(ws=15)	296247	99.8914	4411532
GCF_000240185.1	94	Query length: 250 bp	382113	Blastn(ws=15)	382093	99.9948	5682322
GCF_001457635.1	94	Query length: 250 bp	141438	Blastn(ws=15)	141433	99.9965	2110968
GCF_008632635.1	94	Query length: 250 bp	267415	Blastn(ws=15)	267387	99.9895	3980230
GCF_018885085.1	94	Query length: 250 bp	275611	Blastn(ws=15)	275477	99.9514	4095894
GCF_022869705.1	94	Query length: 250 bp	192729	Blastn(ws=15)	192714	99.9922	2866948
GCF_000005845.2	94	Query length: 250 bp	312106	COBS	248886	79.74	4641652
GCF_000006765.1	94	Query length: 250 bp	420380	COBS	339372	80.73	6264404
GCF_000006945.2	94	Query length: 250 bp	332553	COBS	267230	80.36	4951383
GCF_000013425.1	94	Query length: 250 bp	189611	COBS	152408	80.38	2821361
GCF_000195955.2	94	Query length: 250 bp	296569	COBS	237929	80.23	4411532
GCF_000240185.1	94	Query length: 250 bp	382113	COBS	304943	79.80	5682322
GCF_001457635.1	94	Query length: 250 bp	141438	COBS	110617	78.21	2110968
GCF_008632635.1	94	Query length: 250 bp	267415	COBS	215124	80.45	3980230
GCF_018885085.1	94	Query length: 250 bp	275611	COBS	220635	80.05	4095894
GCF_022869705.1	94	Query length: 250 bp	192729	COBS	155429	80.65	2866948
GCF_000005845.2	94	Query length: 250 bp	312106	LexicMap	308857	98.9590	4641652
GCF_000006765.1	94	Query length: 250 bp	420380	LexicMap	415707	98.8884	6264404
GCF_000006945.2	94	Query length: 250 bp	332553	LexicMap	329104	98.9629	4951383
GCF_000013425.1	94	Query length: 250 bp	189611	LexicMap	187593	98.9357	2821361
GCF_000195955.2	94	Query length: 250 bp	296569	LexicMap	293334	98.9092	4411532
GCF_000240185.1	94	Query length: 250 bp	382113	LexicMap	378041	98.9343	5682322
GCF_001457635.1	94	Query length: 250 bp	141438	LexicMap	139897	98.9105	2110968
GCF_008632635.1	94	Query length: 250 bp	267415	LexicMap	264800	99.0221	3980230
GCF_018885085.1	94	Query length: 250 bp	275611	LexicMap	272704	98.9453	4095894
GCF_022869705.1	94	Query length: 250 bp	192729	LexicMap	190617	98.9042	2866948
GCF_000005845.2	94	Query length: 250 bp	312106	MMseqs2	311803	99.9029	4641652
GCF_000006765.1	94	Query length: 250 bp	420380	MMseqs2	419906	99.8872	6264404
GCF_000006945.2	94	Query length: 250 bp	332553	MMseqs2	331926	99.8115	4951383
GCF_000013425.1	94	Query length: 250 bp	189611	MMseqs2	188866	99.6071	2821361
GCF_000195955.2	94	Query length: 250 bp	296569	MMseqs2	294935	99.4490	4411532
GCF_000240185.1	94	Query length: 250 bp	382113	MMseqs2	381537	99.8493	5682322
GCF_001457635.1	94	Query length: 250 bp	141438	MMseqs2	140818	99.5616	2110968
GCF_008632635.1	94	Query length: 250 bp	267415	MMseqs2	266409	99.6238	3980230
GCF_018885085.1	94	Query length: 250 bp	275611	MMseqs2	273108	99.0918	4095894
GCF_022869705.1	94	Query length: 250 bp	192729	MMseqs2	192487	99.8744	2866948
GCF_000005845.2	94	Query length: 250 bp	312106	Minimap2	311597	99.8369	4641652
GCF_000006765.1	94	Query length: 250 bp	420380	Minimap2	420354	99.9938	6264404
GCF_000006945.2	94	Query length: 250 bp	332553	Minimap2	332379	99.9477	4951383
GCF_000013425.1	94	Query length: 250 bp	189611	Minimap2	189582	99.9847	2821361
GCF_000195955.2	94	Query length: 250 bp	296569	Minimap2	295743	99.7215	4411532
GCF_000240185.1	94	Query length: 250 bp	382113	Minimap2	381067	99.7263	5682322
GCF_001457635.1	94	Query length: 250 bp	141438	Minimap2	141325	99.9201	2110968
GCF_008632635.1	94	Query length: 250 bp	267415	Minimap2	266843	99.7861	3980230
GCF_018885085.1	94	Query length: 250 bp	275611	Minimap2	273957	99.3999	4095894
GCF_022869705.1	94	Query length: 250 bp	192729	Minimap2	192604	99.9351	2866948
GCF_000005845.2	94	Query length: 250 bp	312106	Ropebwt3	308056	98.7024	4641652
GCF_000006765.1	94	Query length: 250 bp	420380	Ropebwt3	417435	99.2994	6264404
GCF_000006945.2	94	Query length: 250 bp	332553	Ropebwt3	329042	98.9442	4951383
GCF_000013425.1	94	Query length: 250 bp	189611	Ropebwt3	188030	99.1662	2821361
GCF_000195955.2	94	Query length: 250 bp	296569	Ropebwt3	293508	98.9679	4411532
GCF_000240185.1	94	Query length: 250 bp	382113	Ropebwt3	376035	98.4094	5682322
GCF_001457635.1	94	Query length: 250 bp	141438	Ropebwt3	139103	98.3491	2110968
GCF_008632635.1	94	Query length: 250 bp	267415	Ropebwt3	264112	98.7648	3980230
GCF_018885085.1	94	Query length: 250 bp	275611	Ropebwt3	271535	98.5211	4095894
GCF_022869705.1	94	Query length: 250 bp	192729	Ropebwt3	190632	98.9119	2866948
GCF_000005845.2	94	Query length: 500 bp	150858	Blastn	150846	99.9920	4641652
GCF_000006765.1	94	Query length: 500 bp	202912	Blastn	202908	99.9980	6264404
GCF_000006945.2	94	Query length: 500 bp	160351	Blastn	160341	99.9938	4951383
GCF_000013425.1	94	Query length: 500 bp	91610	Blastn	91600	99.9891	2821361
GCF_000195955.2	94	Query length: 500 bp	143043	Blastn	142774	99.8119	4411532
GCF_000240185.1	94	Query length: 500 bp	184134	Blastn	184128	99.9967	5682322
GCF_001457635.1	94	Query length: 500 bp	68692	Blastn	68687	99.9927	2110968
GCF_008632635.1	94	Query length: 500 bp	128961	Blastn	128941	99.9845	3980230
GCF_018885085.1	94	Query length: 500 bp	132682	Blastn	132585	99.9269	4095894
GCF_022869705.1	94	Query length: 500 bp	93136	Blastn	93128	99.9914	2866948
GCF_000005845.2	94	Query length: 500 bp	150858	Blastn(ws=15)	150850	99.9947	4641652
GCF_000006765.1	94	Query length: 500 bp	202912	Blastn(ws=15)	202910	99.9990	6264404
GCF_000006945.2	94	Query length: 500 bp	160351	Blastn(ws=15)	160345	99.9963	4951383
GCF_000013425.1	94	Query length: 500 bp	91610	Blastn(ws=15)	91605	99.9945	2821361
GCF_000195955.2	94	Query length: 500 bp	143043	Blastn(ws=15)	143030	99.9909	4411532
GCF_000240185.1	94	Query length: 500 bp	184134	Blastn(ws=15)	184128	99.9967	5682322
GCF_001457635.1	94	Query length: 500 bp	68692	Blastn(ws=15)	68687	99.9927	2110968
GCF_008632635.1	94	Query length: 500 bp	128961	Blastn(ws=15)	128954	99.9946	3980230
GCF_018885085.1	94	Query length: 500 bp	132682	Blastn(ws=15)	132668	99.9894	4095894
GCF_022869705.1	94	Query length: 500 bp	93136	Blastn(ws=15)	93132	99.9957	2866948
GCF_000005845.2	94	Query length: 500 bp	150858	COBS	137457	91.12	4641652
GCF_000006765.1	94	Query length: 500 bp	202912	COBS	186881	92.10	6264404
GCF_000006945.2	94	Query length: 500 bp	160351	COBS	147115	91.75	4951383
GCF_000013425.1	94	Query length: 500 bp	91610	COBS	83945	91.63	2821361
GCF_000195955.2	94	Query length: 500 bp	143043	COBS	130865	91.49	4411532
GCF_000240185.1	94	Query length: 500 bp	184134	COBS	167867	91.17	5682322
GCF_001457635.1	94	Query length: 500 bp	68692	COBS	61526	89.57	2110968
GCF_008632635.1	94	Query length: 500 bp	128961	COBS	118307	91.74	3980230
GCF_018885085.1	94	Query length: 500 bp	132682	COBS	121098	91.27	4095894
GCF_022869705.1	94	Query length: 500 bp	93136	COBS	85512	91.81	2866948
GCF_000005845.2	94	Query length: 500 bp	150858	LexicMap	150847	99.9927	4641652
GCF_000006765.1	94	Query length: 500 bp	202912	LexicMap	202897	99.9926	6264404
GCF_000006945.2	94	Query length: 500 bp	160351	LexicMap	160345	99.9963	4951383
GCF_000013425.1	94	Query length: 500 bp	91610	LexicMap	91605	99.9945	2821361
GCF_000195955.2	94	Query length: 500 bp	143043	LexicMap	143028	99.9895	4411532
GCF_000240185.1	94	Query length: 500 bp	184134	LexicMap	184126	99.9957	5682322
GCF_001457635.1	94	Query length: 500 bp	68692	LexicMap	68688	99.9942	2110968
GCF_008632635.1	94	Query length: 500 bp	128961	LexicMap	128948	99.9899	3980230
GCF_018885085.1	94	Query length: 500 bp	132682	LexicMap	132661	99.9842	4095894
GCF_022869705.1	94	Query length: 500 bp	93136	LexicMap	93126	99.9893	2866948
GCF_000005845.2	94	Query length: 500 bp	150858	MMseqs2	150775	99.9450	4641652
GCF_000006765.1	94	Query length: 500 bp	202912	MMseqs2	202754	99.9221	6264404
GCF_000006945.2	94	Query length: 500 bp	160351	MMseqs2	160091	99.8379	4951383
GCF_000013425.1	94	Query length: 500 bp	91610	MMseqs2	91335	99.6998	2821361
GCF_000195955.2	94	Query length: 500 bp	143043	MMseqs2	142677	99.7441	4411532
GCF_000240185.1	94	Query length: 500 bp	184134	MMseqs2	183889	99.8669	5682322
GCF_001457635.1	94	Query length: 500 bp	68692	MMseqs2	68531	99.7656	2110968
GCF_008632635.1	94	Query length: 500 bp	128961	MMseqs2	128526	99.6627	3980230
GCF_018885085.1	94	Query length: 500 bp	132682	MMseqs2	131749	99.2968	4095894
GCF_022869705.1	94	Query length: 500 bp	93136	MMseqs2	93062	99.9205	2866948
GCF_000005845.2	94	Query length: 500 bp	150858	Minimap2	150723	99.9105	4641652
GCF_000006765.1	94	Query length: 500 bp	202912	Minimap2	202910	99.9990	6264404
GCF_000006945.2	94	Query length: 500 bp	160351	Minimap2	160320	99.9807	4951383
GCF_000013425.1	94	Query length: 500 bp	91610	Minimap2	91606	99.9956	2821361
GCF_000195955.2	94	Query length: 500 bp	143043	Minimap2	142726	99.7784	4411532
GCF_000240185.1	94	Query length: 500 bp	184134	Minimap2	183761	99.7974	5682322
GCF_001457635.1	94	Query length: 500 bp	68692	Minimap2	68679	99.9811	2110968
GCF_008632635.1	94	Query length: 500 bp	128961	Minimap2	128857	99.9194	3980230
GCF_018885085.1	94	Query length: 500 bp	132682	Minimap2	132005	99.4898	4095894
GCF_022869705.1	94	Query length: 500 bp	93136	Minimap2	93114	99.9764	2866948
GCF_000005845.2	94	Query length: 500 bp	150858	Ropebwt3	149437	99.0581	4641652
GCF_000006765.1	94	Query length: 500 bp	202912	Ropebwt3	201722	99.4135	6264404
GCF_000006945.2	94	Query length: 500 bp	160351	Ropebwt3	158974	99.1413	4951383
GCF_000013425.1	94	Query length: 500 bp	91610	Ropebwt3	91019	99.3549	2821361
GCF_000195955.2	94	Query length: 500 bp	143043	Ropebwt3	141964	99.2457	4411532
GCF_000240185.1	94	Query length: 500 bp	184134	Ropebwt3	181684	98.6694	5682322
GCF_001457635.1	94	Query length: 500 bp	68692	Ropebwt3	67648	98.4802	2110968
GCF_008632635.1	94	Query length: 500 bp	128961	Ropebwt3	127577	98.9268	3980230
GCF_018885085.1	94	Query length: 500 bp	132682	Ropebwt3	130974	98.7127	4095894
GCF_022869705.1	94	Query length: 500 bp	93136	Ropebwt3	92364	99.1711	2866948
GCF_000005845.2	94	Query length: 1000 bp	46415	Blastn	46414	99.9978	4641652
GCF_000006765.1	94	Query length: 1000 bp	62648	Blastn	62646	99.9968	6264404
GCF_000006945.2	94	Query length: 1000 bp	49518	Blastn	49518	100.0000	4951383
GCF_000013425.1	94	Query length: 1000 bp	28214	Blastn	28213	99.9965	2821361
GCF_000195955.2	94	Query length: 1000 bp	44116	Blastn	44109	99.9841	4411532
GCF_000240185.1	94	Query length: 1000 bp	56828	Blastn	56826	99.9965	5682322
GCF_001457635.1	94	Query length: 1000 bp	21109	Blastn	21109	100.0000	2110968
GCF_008632635.1	94	Query length: 1000 bp	39803	Blastn	39802	99.9975	3980230
GCF_018885085.1	94	Query length: 1000 bp	40956	Blastn	40953	99.9927	4095894
GCF_022869705.1	94	Query length: 1000 bp	28670	Blastn	28668	99.9930	2866948
GCF_000005845.2	94	Query length: 1000 bp	46415	Blastn(ws=15)	46414	99.9978	4641652
